budget,genres,homepage,id,keywords,language,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,lead_actor_1,lead_actor_2,lead_actor_3,director,release_year
35000000,"Comedy, Romance, Drama",Unknown,14846,plan,en,English,Little Black Book,"Determined to learn about her boyfriend's past relationships, Stacy -- who works for a talk show -- becomes a bona fide snoop. With her colleague, Barb, Stacy gets the names of Derek's ex-lovers and interviews them, supposedly for an upcoming show. But what she learns only adds to her confusion, and her plans begin to unravel when she befriends one of the women.",6.246199,"Revolution Studios, Blue Star Pictures",United States of America,08-06-2004,22034832,111,English,Released,Have you ever been tempted to look inside his...,Little Black Book,5.2,112,Brittany Murphy,Holly Hunter,Kathy Bates,Nick Hurran,2004
30000000,"Science Fiction, Action, Thriller",http://www.sonypictures.com/movies/ultraviolet/,9920,"skyscraper, vampire, victim, dystopia, boy, doctor, violence, one woman army, hemophagia, stamina, totalitarian, antigen, cure, strength, biological warfare, lab technician, rooftop fight, gravity, light sensitivity",en,English,Ultraviolet,"In the late 21st century, a subculture of humans have emerged who have been modified genetically by a vampire-like disease, giving them enhanced speed, incredible stamina and acute intelligence. As they are set apart from ""normal"" and ""healthy"" humans, the world is pushed to the brink of worldwide civil war  aimed at the destruction of the ""diseased"" population. In the middle of this crossed-fire is - an infected woman - Ultraviolet, who finds herself protecting a nine-year-old boy who has been marked for death by the human government as he is believed to be a threat to humans.",15.89534,"Screen Gems, Ultravi Productions",United States of America,03-03-2006,31070211,87,"English, Ti?ng Vi?t",Released,The blood war is on.,Ultraviolet,4.8,458,Milla Jovovich,Cameron Bright,Nick Chinlund,Kurt Wimmer,2006
30000000,"Action, Drama, Crime, Thriller",Unknown,11702,"usa, china, assault rifle, sniper, chinatown, drug dealer, hitman, funeral, conscientious objector, revenge, on the run, fugitive, one man army, sunglasses, drug lord, silencer, uzi, police raid, contract killer, replacement",en,English,The Replacement Killers,"Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.",9.607391,Columbia Pictures Corporation,United States of America,02-06-1998,19204929,87,"??? / ???, ?eskÃ½, English",Released,Kill or be replaced.,The Replacement Killers,6.0,127,Chow Yun-fat,Mira Sorvino,Michael Rooker,Antoine Fuqua,1998
35000000,Drama,http://northcountrymovie.warnerbros.com/,9701,"rape, secret, minnesota, witness, miner, insult, court, lawsuit, love, lesbian, battle, case, woman, woman director, landmark, harrassment, legal",en,English,North Country,"A fictionalized account of the first major successful sexual harassment case in the United States -- Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",12.779201,"Warner Bros., Participant Media, Nick Wechsler Productions",United States of America,02-12-2005,25224242,126,English,Released,All She Wanted Was To Make A Living. Instead She Made History.,North Country,6.8,125,Charlize Theron,Elle Peterson,Thomas Curtis,Niki Caro,2005
40000000,"Comedy, Thriller, Crime",Unknown,2122,hitman,en,English,The Whole Ten Yards,"Jimmy 'The Tulip' Tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep; it's Oz, and he's begging them to help him rescue his wife, Cynthia.",14.729386,"Cheyenne Enterprises, Franchise Pictures, MHF Zweite Academy Film, Eclipse Catering, Nine Yards Two Productions, Nine Yards Productions",United States of America,04-07-2004,26155781,98,"English, ????????, Magyar",Released,"They missed each other. This time, their aim is better.",The Whole Ten Yards,5.5,278,Bruce Willis,Matthew Perry,Amanda Peet,Howard Deutch,2004
37000000,"Comedy, Fantasy, Science Fiction",Unknown,10658,"duck, physicist, extraterrestrial, anthropomorphism, alien invasion, alternative reality",en,English,Howard the Duck,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,11.374306,"Lucasfilm, Universal Pictures",United States of America,08-01-1986,37962774,110,"PortuguÃªs, English",Released,You will believe that a duck can talk.,Howard the Duck,5.1,221,Lea Thompson,Jeffrey Jones,Tim Robbins,Willard Huyck,1986
30000000,"Thriller, Crime, Drama",http://www.prideandglorymovie.com/,13150,"megacity, brother-in-law, police",en,English,Pride and Glory,"A saga centered on a multi-generational family of New York City Police officers. The family's moral codes are tested when Ray Tierney, investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD.",10.703602,"New Line Cinema, Solaris Film, Avery Pix, O'Connor Brothers, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG","United States of America, Germany",09-09-2008,31148328,130,English,Released,Truth. Honor. Loyalty. Family. What are you willing to sacrifice?,Pride and Glory,6.3,240,Edward Norton,Jon Voight,Colin Farrell,Gavin O'Connor,2008
30000000,"Drama, Mystery, Romance, Thriller",Unknown,11208,"love of one's life, leave, look-alike, intrigue",en,English,Wicker Park,"Matthew, a young advertising executive in Chicago, puts his life and a business trip to China on hold when he thinks he sees Lisa, the love of his life who left him without a word two years earlier, walking out of a restaurant one day.",9.301562,"Lakeshore Entertainment, Metro-Goldwyn-Mayer (MGM), Mel's Cite du Cinema",United States of America,09-03-2004,13001257,114,English,Released,Passion never dies.,Wicker Park,6.7,157,Josh Hartnett,Rose Byrne,Matthew Lillard,Paul McGuigan,2004
30000000,Drama,http://www.miramax.com/anunfinishedlife/,1947,"loss of son, sheriff, wyoming, grandfather granddaughter relationship, violence against women",en,English,An Unfinished Life,"Stoic and heartbroken, Einar Gilkyson quietly lives in the rugged Wyoming ranchlands alongside his only trusted friend, Mitch Bradley. Then, suddenly, the woman he blames for the death of his only son arrives at his door broke, desperate, and with a granddaughter he's never known. But even as buried anger and accusations resurface, the way is opened for unexpected connection, adventure, and forgiveness.",6.353971,"Miramax Films, Revolution Studios, Persistent Entertainment, Initial Entertainment Group (IEG), The Ladd Company, Kalis Productions GmbH & Co. Zweite KG, Unfinished Films","United States of America, Germany",09-09-2005,18618284,108,"English, FranÃ§ais",Released,Every secret takes on a life of its own.,An Unfinished Life,6.7,161,Robert Redford,Jennifer Lopez,Morgan Freeman,Lasse Hallstrm,2005
30000000,"Adventure, Fantasy, Mystery",http://doctorparnassus.com/,8054,"circus, immortality, elderly, aftercreditsstinger, duringcreditsstinger",en,English,The Imaginarium of Doctor Parnassus,A traveling theater company gives its audience much more than they were expecting.,37.181019,"Infinity Features Entertainment, Davis-Films, TÃ©lÃ©film Canada, The Movie Network, Canadian Film or Video Production Tax Credit (CPTC), British Columbia Film, Province of British Columbia Film Incentive BC, Movie Central, Grosvenor Park Productions, Poo Poo Pictures, Parnassus Productions, U.K. Tax Credit","Canada, France, United Kingdom",10-01-2009,64352607,123,"English, P??????, FranÃ§ais",Released,Unknown,The Imaginarium of Doctor Parnassus,6.3,869,Christopher Plummer,Heath Ledger,Johnny Depp,Terry Gilliam,2009
30000000,"Action, Crime, Drama",http://www.antitrustthemovie.com/,9989,"technology, garage, hacker, male friendship, microchip, minidisc, computer, company, friendship bracelet, suspense, business start-up, computer expert, childhood friends, betrayal by friend",en,English,Antitrust,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,8.359599,"Industry Entertainment, Epsilon Motion Pictures, Hyde Park Films, Metro-Goldwyn-Mayer (MGM)","Canada, United States of America",01-12-2001,18195610,108,English,Released,Truth can be dangerous...Trust can be deadly.,Antitrust,5.8,153,Ryan Phillippe,Rachael Leigh Cook,Tim Robbins,Peter Howitt,2001
30000000,"Drama, Family, Romance",Unknown,13967,"loss of lover, mountain lake, author, rabbit",en,English,Miss Potter,"The story of Beatrix Potter, the author of the beloved and best-selling children's book, ""The Tale of Peter Rabbit"", and her struggle for love, happiness and success.",8.386432,BBC Films,"United Kingdom, United States of America",12-03-2006,35078241,92,English,Released,The life of Beatrix Potter is the most enchanting tale of all.,Miss Potter,6.3,141,Ewan McGregor,RenÃ©e Zellweger,Emily Watson,Chris Noonan,2006
21000000,"Adventure, Action, Thriller",Unknown,9053,"competition, martial arts, kung fu, assassin, fight, island, karate, nerd, wrestling, bikini, ninja, tournament, explosion, violence, based on video game, swimsuit",en,English,DOA: Dead or Alive,Four beautiful rivals at an invitation-only martial-arts tournament join forces against a sinister threat. Princess Kasumi is an aristocratic warrior trained by martial-arts masters. Tina Armstrong is a wrestling superstar. Helena Douglas is an athlete with a tragic past. Christie Allen earns her keep as a thief and an assassin-for-hire.,12.790408,"Impact Pictures, Constantin Film Produktion, Mindfire Entertainment, Team Ninja, VIP 4 Medienfonds, Tecmo","Germany, United Kingdom, United States of America",09-07-2006,480314,87,English,Released,"They're the ultimate fighters. They've got the looks. They've got the moves, and the men fall at their feet.",DOA: Dead or Alive,5.0,205,Jaime Pressly,Devon Aoki,Holly Valance,Corey Yuen Kwai,2006
30000000,"Action, Drama, Western",http://jessejamesmovie.warnerbros.com/,4512,"killing, admiration, hold-up robbery, to shoot dead, idol, missouri, media, jesse james, cowardliness, family, coward",en,English,The Assassination of Jesse James by the Coward Robert Ford,"Outlaw Jesse James is rumored be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",35.53352,"Plan B Entertainment, Virtual Studios, Scott Free Productions, Alberta Film Entertainment, Warner Bros., Jesse Films Inc.","Canada, United Kingdom, United States of America",09-02-2007,14711793,160,English,Released,Beyond the myth lies America's greatest betrayal,The Assassination of Jesse James by the Coward Robert Ford,7.0,776,Brad Pitt,Casey Affleck,Sam Shepard,Andrew Dominik,2007
30000000,"Adventure, Drama, Action, History, War",http://www.1911movie.com/,76349,"martial arts, sword, revolution, blood, gunfight, extreme violence, brutality, combat",zh,Chinese,????,"At the beginning of the 20th century, China is in a state of crisis. The country is split into warring factions, the citizens are starving, and recent political reforms have made matters worse, not better. The ruling Qing Dynasty, led by a seven-year-old emperor, and his ruthless mother, Empress Dowager Longyu is completely out of touch after 250 years of unquestioned power. Huang Xing has recently returned from Japan, where he has studied the art of modern warfare. When he finds his country falling apart, he feels he has no choice but to pick up the sword.",4.065212,Variance Films,"China, Hong Kong",07-03-2011,108348,125,"FranÃ§ais, ???, English",Released,Fall of the Last Empire,1911,5.0,41,Jackie Chan,Li Bingbing,Joan Chen,Jackie Chan,2011
19000000,"Adventure, Animation, Comedy, Fantasy",http://www.sausagepartymovie.com,223702,"supermarket, party, sausage, food, anthropomorphism, sex scene, musical number, adult animation, grocery store, gum",en,English,Sausage Party,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",66.242737,"Columbia Pictures, Sony Pictures Animation, Sony Pictures Entertainment, Annapurna Pictures, Point Grey Pictures, Nitrogen Studios Canada","Canada, United States of America",07-11-2016,140752617,83,English,Released,Always use condiments,Sausage Party,5.6,2238,Seth Rogen,Kristen Wiig,Jonah Hill,Conrad Vernon,2016
29000000,"Comedy, Music",Unknown,254470,"music, sequel, singer, male female relationship, audition, group of friends, duringcreditsstinger, singing competition, female musician, singing contest, woman director, acapella",en,English,Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",71.496894,"Universal Pictures, Gold Circle Films, Brownstone Productions",United States of America,05-07-2015,287506194,115,English,Released,We're back pitches,Pitch Perfect 2,6.8,1940,Anna Kendrick,Rebel Wilson,Hailee Steinfeld,Elizabeth Banks,2015
29000000,Comedy,http://www.thebossfilm.com/,323676,"business woman, ex-con, duringcreditsstinger, girl scouts",en,English,The Boss,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",20.55509,Universal Pictures,United States of America,04-07-2016,78636257,91,English,Released,Watch your assets,The Boss,5.5,431,Melissa McCarthy,Peter Dinklage,Kristen Bell,Ben Falcone,2016
12000000,"Drama, Horror, Comedy",Unknown,11249,"baby, puppet, filmdreh, murder, killer doll, body possession, killer toys, spectacle, toy comes to life",en,English,Seed of Chucky,"The killer doll is back! The all-new film is the fifth in the popular series of Chucky (""Child's Play"") horror comedies. Making his directorial debut is the franchise creator and writer of all five films, Don Mancini. The film introduces Glen (voiced by ""The Lord of the Rings"" star Billy Boyd), the orphan doll offspring of the irrepressible devilish-doll-come-to-life Chucky (again voiced by series",12.653831,Rogue Pictures,"Romania, United States of America",11-11-2004,24829644,87,English,Released,Fear The Second Coming,Seed of Chucky,4.9,287,Brad Dourif,Jennifer Tilly,Billy Boyd,Don Mancini,2004
29000000,"Drama, Mystery, Thriller, Fantasy",Unknown,9667,"smoking, medicine, psychology, hallucination, human experimentation, time travel, war, love, psychologist, soldier, psychiatrist, medical experiment, dead, wrongful arrest, iraq veteran, near-death experience, truck stop, murder of a police officer",en,English,The Jacket,"A military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves.",24.240361,"Section Eight, Mandalay Pictures, VIP 3 Medienfonds, 2929 Productions, Rising Star, VIP 2 Medienfonds, Warner Independent Pictures (WIP)","Germany, United States of America",03-04-2005,21126225,103,English,Released,Terror has a new name.,The Jacket,6.8,455,Adrien Brody,Keira Knightley,Kris Kristofferson,John Maybury,2005
60000000,"Crime, Mystery, Thriller, Action",Unknown,2043,"psychology, police operation, police, psychologist",en,English,Along Came a Spider,"When a teacher kidnaps a girl from a prestigious school, homicide detective, Alex Cross takes the case and teams up with young security agent, Jezzie Flannigan in hope of finding the girl and stopping the brutal psychopath. Every second counts as Alex and Jezzie attempt to track down the kidnapper before the spider claims another victim for its web.",21.252797,"Paramount Pictures, AZL Productions KG, David Brown Productions, MFP Munich Film Partners, Phase 1 Productions, Revelations Entertainment","Canada, Germany, United States of America",04-06-2001,105178561,104,"English, P??????",Released,The game is far from over.,Along Came a Spider,6.1,400,Morgan Freeman,Monica Potter,Michael Wincott,Lee Tamahori,2001
29000000,"Comedy, Drama",http://www.florencefosterjenkinsmovie.com/,315664,"opera, biography, singing false",en,English,Florence Foster Jenkins,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",19.237254,"BBC Films, Qwerty Films, PathÃ©","United Kingdom, United States of America",05-06-2016,48902953,110,English,Released,"People may say I couldn't sing, but no one can say I didn't sing",Florence Foster Jenkins,6.6,392,Meryl Streep,Hugh Grant,Rebecca Ferguson,Stephen Frears,2016
29000000,Action,Unknown,1428,"corruption, cia",en,English,Once Upon a Time in Mexico,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",27.555646,"Columbia Pictures Corporation, Dimension Films, Troublemaker Studios",United States of America,09-11-2003,98185582,102,"English, EspaÃ±ol",Released,The Time Has Come.,Once Upon a Time in Mexico,6.2,594,Antonio Banderas,Salma Hayek,Johnny Depp,Robert Rodriguez,2003
28000000,Comedy,Unknown,15373,"camping, campsite, big brother, friends, community service, kids, duringcreditsstinger",en,English,Role Models,"Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",24.917665,"Universal Pictures, Internationale Filmproduktion Stella-del-SÃ¼d, Relativity Media, New Regency Pictures, WideAwake, Stuber/Parent",United States of America,02-03-2008,92380927,99,English,Released,They're about to get more than they plea-bargained for.,Role Models,6.4,564,Seann William Scott,Paul Rudd,Elizabeth Banks,David Wain,2008
28000000,"Comedy, Drama",http://www.thebigshortmovie.com/,318846,"bank, fraud, biography, wall street, finances, based on true story, animated sequence, breaking the fourth wall, loan, financial crisis, real estate, mortgage",en,English,The Big Short,The men who made millions from a global economic meltdown.,57.518472,"Paramount Pictures, Plan B Entertainment, Regency Enterprises",United States of America,12-11-2015,133346506,130,English,Released,This is a true story.,The Big Short,7.3,2607,Christian Bale,Steve Carell,Ryan Gosling,Adam McKay,2015
28000000,"Drama, History",Unknown,14292,"olympic games, sport, ice hockey, milwaukee wisconsin, st. paul minnesota, gas rationing, lake placid new york, aftercreditsstinger, duringcreditsstinger",en,English,Miracle,"In 1980, the United States Ice Hockey team's coach, Herb Brooks, put a ragtag squad of college kids up against the legendary juggernaut from the Soviet Union at the Olympic Games. Despite the long odds, Team USA carried the pride of a nation yearning for a distraction from world events. With the world watching, the team rose to the occasion, prompting broadcaster Al Michaels' now famous question to the millions viewing at home: ""Do you believe in miracles?"" Yes!",7.534003,Walt Disney,United States of America,02-06-2004,64445708,135,English,Released,"If you believe in yourself, anything can happen.",Miracle,7.0,159,Kurt Russell,Patricia Clarkson,Noah Emmerich,Gavin O'Connor,2004
30000000,"Animation, Science Fiction",Unknown,192577,[],ja,Japanese,??????????,Space Pirate Captain Harlock and his fearless crew face off against the space invaders who seek to conquer the planet Earth.,14.726338,Toei Animation Company,Japan,09-07-2013,17137302,115,???,Released,Unknown,Space Pirate Captain Harlock,6.5,356,Shun Oguri,Haruma Miura,Yu Aoi,Shinji Aramaki,2013
21000000,"Comedy, Drama",Unknown,9428,"forgiveness, child prodigy, terminal illness, dysfunctional family, cigarette smoking, family conflict",en,English,The Royal Tenenbaums,An estranged family of former child prodigies reunites when their father announces he has a terminal illness.,24.13081,Touchstone Pictures,United States of America,10-05-2001,71441250,110,"English, Italiano",Released,"Family isnÂt a word, itÂs a sentence.",The Royal Tenenbaums,7.4,1286,Gene Hackman,Anjelica Huston,Ben Stiller,Wes Anderson,2001
28000000,"Comedy, Romance",Unknown,9778,"soulmates, new love, book, dollar, fate, destiny",en,English,Serendipity,"Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter Â but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.",14.530803,"Miramax Films, Tapestry Films, Simon Fields Productions",United States of America,10-05-2001,77516304,90,English,Released,Sometimes True Love Can Have More Than One Face.,Serendipity,6.6,521,John Cusack,Kate Beckinsale,Jeremy Piven,Peter Chelsom,2001
28000000,Romance,Unknown,112949,"based on novel, small town, widower, single father, abusive husband",en,English,Safe Haven,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",37.729059,"Temple Hill Productions, Relativity Media",United States of America,02-07-2013,97594140,115,"English, PortuguÃªs",Released,You know it when you find it,Safe Haven,6.9,823,Julianne Hough,Josh Duhamel,Cobie Smulders,Lasse Hallstrm,2013
28000000,"Action, Adventure, Comedy",http://30minutesorless.com/,62206,"pizza delivery, adventure, pizza boy, number in title, comedy, aftercreditsstinger",en,English,30 Minutes or Less,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",25.039383,Columbia Pictures,"United States of America, Germany, Canada",08-11-2011,40547440,83,"English, Deutsch, EspaÃ±ol",Released,A lot can happen in 30 minutes.,30 Minutes or Less,5.6,531,Jesse Eisenberg,Danny McBride,Aziz Ansari,Ruben Fleischer,2011
28000000,"Family, Comedy",http://movies.disney.com/alexander-and-the-terrible-horrible-no-good-very-bad-day/,218778,"based on novel, job interview, bad luck, wish, one day, based on children's book, driver's test",en,English,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",22.14595,"Walt Disney Pictures, 21 Laps Entertainment, Jim Henson Company, The",United States of America,10-08-2014,100654149,81,English,Released,One day can change everything.,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493,Steve Carell,Jennifer Garner,Ed Oxenbould,Miguel Arteta,2014
35866397,Documentary,Unknown,11516,"ocean, lake, bird, horse, parrot, owl, ornithology, egg, flight, arctic, crab, stork, pelican",fr,French,Le peuple migrateur,"The cameras of Jacques Perrin fly with migratory birds: geese, storks, cranes. The film begins with spring in North America and the migration to the Arctic; the flight is a community event for each species. Once in the Arctic, it's family time: courtship, nests, eggs, fledglings, and first flight. Chicks must soon fly south. Bad weather, hunters, and pollution take their toll. Then, the cameras go",3.75074,"Bac Films, Pandora Filmproduktion, Procirep, GalatÃ©e Films, Eurimages, Canal+, Westdeutscher Rundfunk (WDR), TÃ©lÃ©vision Suisse-Romande (TSR), Wanda VisiÃ³n S.A., Conseil RÃ©gional de Franche-ComtÃ©, Eyescreen S.r.l., France 2 CinÃ©ma, Les Productions de la GuÃ©ville, Centre National de la CinÃ©matographie (CNC)","Switzerland, Germany, Spain, France, Italy",12-12-2001,20217080,98,"English, FranÃ§ais",Released,Unknown,Winged Migration,7.0,49,Philippe Labro,Jacques Perrin,Unknown,Jacques Perrin,2001
28000000,"Comedy, Drama, Family, Fantasy, Romance",Unknown,10025,"jinx, bad luck, kiss, romantic comedy, alcohol abuse, celebration, envy, luck, mysterious stranger, masquerade",en,English,Just My Luck,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",22.074306,"Regency Enterprises, Cheyenne Enterprises, New Regency Pictures",United States of America,05-12-2006,38159905,103,English,Released,Everything changed in the wink of an eye.,Just My Luck,5.8,491,Lindsay Lohan,Samaire Armstrong,Chris Pine,Donald Petrie,2006
28000000,"Drama, Comedy",Unknown,15198,"sport, ice hockey",en,English,"Mystery, Alaska","In Mystery, Alaska, life revolves around the legendary Saturday hockey game at the local pond. But everything changes when the hometown team unexpectedly gets booked in an exhibition match against the New York Rangers. When quirky small-towners, slick promoters and millionaire athletes come together.",4.436792,Hollywood Pictures,"Canada, United States of America",10-01-1999,8888143,119,English,Released,A Small Town on the Outskirts of Greatness.,"Mystery, Alaska",6.0,69,Russell Crowe,Hank Azaria,Mary McCormack,Jay Roach,1999
28000000,"Adventure, Comedy, Family, Fantasy",Unknown,17834,"magic, wish, kids, fairy godmother",en,English,A Simple Wish,"Murray is a male fairy godmother, and he is trying to help 8-year-old Anabel to fulfil her ""simple wish"" - that her father Oliver, who is a cab driver, would win the leading role in a Broadway musical. Unfortunately, Murray's magic wand is broken and the fairies convention is threatened by evil witches Claudia and Boots.",1.767479,"Universal Pictures, The Bubble Factory",United States of America,07-11-1997,8345056,86,English,Released,Anabel made a wish. Murray made a mess,A Simple Wish,5.5,46,Martin Short,Kathleen Turner,Mara Wilson,Michael Ritchie,1997
28000000,"Comedy, Drama",http://www.ourbrandiscrisismovie.com/,10317,"bolivia, woman, political campaign, south america, year 2002",en,English,Our Brand Is Crisis,"A feature film based on the documentary ""Our Brand Is Crisis"", which focuses on the use of American political campaign strategies in South America.",12.921594,"Participant Media, Smokehouse Pictures",United States of America,09-11-2015,7002261,108,English,Released,May the best campaign win.,Our Brand Is Crisis,5.8,195,Sandra Bullock,Anthony Mackie,Billy Bob Thornton,David Gordon Green,2015
28000000,"Romance, Horror, Comedy, Thriller",https://www.facebook.com/PPZMovie,58431,"based on novel, dystopia, shaolin, prejudice, zombie, pride, golddigger, regency period, parson, mashup",en,English,Pride and Prejudice and Zombies,"A zombie outbreak has fallen upon the land in this reimagining of Jane AustenÂs classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",28.397048,"Lionsgate, Handsomecharlie Films, Cross Creek Pictures, Darko Entertainment, Panorama Media, QC Entertainment",United States of America,02-04-2016,16374328,108,English,Released,Bloody lovely.,Pride and Prejudice and Zombies,5.5,640,Lily James,Sam Riley,Jack Huston,Burr Steers,2016
27000000,"Comedy, Romance, Drama",Unknown,13092,"failure, starlet",en,English,How to Lose Friends & Alienate People,"A British writer struggles to fit in at a high-profile magazine in New York. Based on Toby Young's memoir ""How to Lose Friends &amp; Alienate People"".",16.785866,"UK Film Council, Intandem Films, Aramid Entertainment Fund, Film4, Lipsync Productions, Number 9 Films",United Kingdom,10-02-2008,17286299,110,English,Released,"He's across the pond, and out of his depth.",How to Lose Friends & Alienate People,6.2,244,Kelan Pannell,Janette Scott,Simon Pegg,Robert B. Weide,2008
24000000,Action,Unknown,13495,[],es,Spanish,Alatriste,"In 17th century Spain Diego Alatriste, a brave and heroic soldier, is fighting in his King's army in the Flandes region. His best mate, Balboa, falls in a trap and, near to death, asks Diego to look after his son and teach him to be a soldier.",6.009644,"Twentieth Century Fox Film Corporation, Estudios Picasso, NBC Universal Global Networks, Origen Producciones Cinematograficas S.A.",Spain,09-01-2006,23321954,145,EspaÃ±ol,Released,Unknown,Alatriste,5.6,61,Viggo Mortensen,Elena Anaya,Unax Ugalde,Agustn Daz Yanes,2006
27500000,"Adventure, Action, Thriller",http://www.mgm.com/view/movie/1394/Octopussy/,700,"atomic bomb, eastern block, crocodile, secret intelligence service, kgb, snake charmer, hot air balloon, east berlin, british secret service",en,English,Octopussy,James Bond is sent to investigate after a fellow Â00Â agent is found dead with a priceless Farberge egg. James bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,25.633663,Eon Productions,"United Kingdom, United States of America",06-05-1983,187500000,131,"Deutsch, English, P??????, EspaÃ±ol",Released,James BondÂs all time high.,Octopussy,6.2,527,Roger Moore,Maud Adams,Louis Jourdan,John Glen,1983
30000000,"Comedy, Romance, Drama",http://knockedupmovie.com/,4964,"alcohol, one-night stand, bed, pregnancy and birth, condom, paternity, drug use, beard, unprotected sex, duringcreditsstinger",en,English,Knocked Up,"For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant.",22.527211,"Universal Pictures, Apatow Productions",United States of America,06-01-2007,219076518,129,English,Released,Save the due date.,Knocked Up,6.2,1214,Seth Rogen,Katherine Heigl,Leslie Mann,Judd Apatow,2007
35000000,"Comedy, Drama",Unknown,13490,talk show,en,English,Welcome Home Roscoe Jenkins,"Martin Lawrence leads an all-star cast, including Cedric the Entertainer, Mo'Nique, and Mike Epps, in the hit comedy ""Welcome Home Roscoe Jenkins."" When a celebrated TV show host (Lawrence) returns to his hometown in the South, his family is there to remind him that going home is no vacation! It's one outrageous predicament after another when big-city attitude and small-town values collide in this hysterical comedy critics are praising for its ""over-the-top hilarity!"" (Roger Moore, Orlando Sentinel).",6.248273,"Universal Pictures, Spyglass Entertainment",United States of America,02-08-2008,43650785,114,English,Released,"Roscoe Jenkins aims for the heartstrings and funny bones, a raucous helping of family soul food.",Welcome Home Roscoe Jenkins,5.7,57,Martin Lawrence,James Earl Jones,Margaret Avery,Malcolm D. Lee,2008
